"","Provincia","Act","code","Prov","1 Trim 1996","2 Trim 1996","3 Trim 1996","4 Trim 1996","1 Trim 1997","2 Trim 1997","3 Trim 1997","4 Trim 1997","1 Trim 1998","2 Trim 1998","3 Trim 1998","4 Trim 1998","1 Trim 1999","2 Trim 1999","3 Trim 1999","4 Trim 1999","1 Trim 2000","2 Trim 2000","3 Trim 2000","4 Trim 2000","1 Trim 2001","2 Trim 2001","3 Trim 2001","4 Trim 2001","1 Trim 2002","2 Trim 2002","3 Trim 2002","4 Trim 2002","1 Trim 2003","2 Trim 2003","3 Trim 2003","4 Trim 2003","1 Trim 2004","2 Trim 2004","3 Trim 2004","4 Trim 2004","1 Trim 2005","2 Trim 2005","3 Trim 2005","4 Trim 2005","1 Trim 2006","2 Trim 2006","3 Trim 2006","4 Trim 2006","1 Trim 2007","2 Trim 2007","3 Trim 2007","4 Trim 2007","1 Trim 2008","2 Trim 2008","3 Trim 2008","4 Trim 2008","1 Trim 2009","2 Trim 2009","3 Trim 2009","4 Trim 2009","1 Trim 2010","2 Trim 2010","3 Trim 2010","4 Trim 2010","1 Trim 2011","2 Trim 2011","3 Trim 2011","4 Trim 2011","1 Trim 2012","2 Trim 2012","3 Trim 2012","4 Trim 2012","1 Trim 2013","2 Trim 2013","3 Trim 2013","4 Trim 2013","1 Trim 2014","2 Trim 2014","3 Trim 2014","4 Trim 2014","1 Trim 2015","2 Trim 2015","3 Trim 2015","4 Trim 2015","1 Trim 2016","2 Trim 2016","3 Trim 2016","4 Trim 2016","1 Trim 2017","2 Trim 2017","3 Trim 2017","4 Trim 2017","1 Trim 2018","2 Trim 2018"
"124","Resto BsAs","ind","AR-B","Buenos Aires",111241.840789178,112507.249261967,114866.487252641,114956.476036845,115811.354122531,117438.922344726,117866.793956351,118843.585694118,119322.622193684,122634.580408169,120385.714676058,118572.086350487,117038.861596121,114512.683278488,113479.09041619,120957.860936482,115664.474100746,113697.655006457,113501.632351601,114229.322281844,113524.445480446,113540.711777102,112281.686611598,104992.778940402,100734.013073984,101042.934607032,101263.853092068,101370.213365278,102462.990680767,105990.217041419,109566.623300057,111622.363201157,114910.387356642,115411.705299967,119691.457256059,123494.828928736,126001.948611265,129484.601082472,131933.817712145,134600.329277994,135669.892451999,138028.748696304,140925.63818113,143482.876270296,148066.555879285,149746.808066655,151907.89479013,153453.139151186,156795.190490081,159251.032270344,161500.955194872,162262.548562045,160569.33797392,160003.650416113,160331.090559154,162150.171898418,163138.635375258,164901.808317772,166634.918827315,168763.602039141,171156.943354413,173162.824783978,174470.593496164,175623.554856247,176221.876684077,177239.185167265,178488.321092422,179682.520806793,182490.227317052,182964.797591252,183216.455040501,183574.87936366,183012.974023131,182936.963779141,182673.014770151,183003.0497759,183224.968256157,185268.125748594,185996.292777373,184485.281896405,183456.895866384,180941.136866053,180078.372200017,179831.728651651,178782.752710424,179662.921292611,179596.566503494,180150.013571781,180420.618134721,177762.524571076
"125","Resto BsAs","ot_bs","AR-B","Buenos Aires",10869,10888,11035,10981,11270,11536,14255,13953,14310,14586,14593,14398,14561,15145,16626,17595,17748,17580,17312,15815,15140,15181,15069,14849,14686,13246,13312,13102,13162,13316,13404,13534,13617,13944,14127,14205,14290,14385,14688,14830,14916,15259,15452,15781,15777,15871,15902,15839,16009,16259,16271,16220,16627,16786,17009,17075,17066,17135,17252,17125,17391,17700,18046,18370,18529,18818,18890,18890,18918,19240,19425,19911,19982,20186,20145,20055,19886,20184,20384,20368,20402,20419,20332,20337,20549,20678,20730,20929,20933,21845
"126","Resto BsAs","ot_ss","AR-B","Buenos Aires",169231.315192799,171656.447192897,176722.587332745,182789.583578605,188028.467120545,191776.568860106,200178.488259184,209128.400791855,222300.132932315,230765.747340283,230019.502339147,228787.271287062,224709.459950281,225712.152060423,225849.952019157,243093.813966258,234854.282029899,234571.818578906,236518.867381608,236154.457264625,235890.451698987,233356.841907436,230072.237390498,224460.403777551,214193.526601248,215296.145438244,213430.994437576,214423.033837765,215125.963855867,222908.534289753,227384.519514973,230837.805702456,232404.895589484,239420.911044942,248134.152424318,254643.599059798,261903.726520577,266885.309543031,271233.401722729,276311.864930524,281950.294662325,285841.636743877,290898.412662159,297455.141845521,302606.200305229,307729.636999978,314219.31239879,321365.856060642,327342.423549212,330474.03075145,333001.822752628,332905.742905937,329686.247445733,326384.792266951,325777.180660098,326452.89527055,327266.196655621,331354.715371431,334159.04326974,337172.218555428,343110.223352851,344875.297618274,352859.695761763,353347.815969305,359980.288307399,358885.951092278,358502.972515909,359609.641320036,359267.456222128,359896.086833982,360313.195795275,359880.444137174,358310.766926424,359181.981097271,359801.473112332,361331.916101764,364750.733449972,367491.48393954,370899.210255577,369213.391451588,370778.963742252,371369.549813853,371515.146009195,372105.028461684,373045.205473913,375129.711443574,377012.48257425,378496.438439081,379040.322616656,379404.349046721
"127","Resto BsAs","pesca","AR-B","Buenos Aires",1714,2078,1989,2002,2100,2206,2280,2187,2294,2506,2358,2161,2271,2319,2382,2505,2227,1810,2273,2473,2420,2767,2938,2396,2510,2630,3014,2554,2550,2904,2542,2490,2949,2812,2523,2475,2661,3033,2408,2680,2763,3190,3038,2923,3062,3083,3166,3066,3384,3729,4033,3661,3679,4065,3747,3696,3789,3918,4263,3831,4113,4185,4239,3717,3813,3684,3652,3807,3789,4049,4003,3592,3751,4065,3936,3666,3904,4266,3929,3847,4187,4428,4081,3796,3918,4096,3800,3787,3802,3915
"128","Resto BsAs","Total Nacional","AR-B","Buenos Aires",449637.357510833,456187.315533739,471932.176919327,482788.319031546,494498.767767621,501026.972641077,514211.406010737,529783.630265142,546333.455468716,560939.696180285,557112.964786742,554941.068075868,551432.316114182,548476.859892759,546209.443395249,582782.674057873,554772.060679738,546707.18776183,549336.370609697,551317.702722576,549443.19504495,542198.512649815,534423.483933867,513929.221153599,489794.614144587,488520.115011269,487410.253305545,489670.838424447,494772.557516761,511192.729709328,524790.082481983,536559.080354373,547078.073488727,559893.089736774,582234.498107332,578378.099978706,593598.592611927,609341.723455443,620738.802869553,635614.475928203,651416.348281425,662324.228720602,676666.605351716,693138.608934799,706228.537233852,715658.133534244,728534.89251858,745120.626230892,756960.254227108,766018.334137448,773830.09224031,774216.389557737,764897.692367779,759260.674231078,758296.981642834,761937.635737369,763161.870625464,772357.876205871,781119.436098796,789946.657893667,802984.47868602,811077.566399493,821955.752194215,825450.392886412,833525.640012404,832248.19525135,832882.927907818,835262.371860473,840308.320525785,838965.169223645,839664.851491165,840809.586768628,838662.107246431,840298.564680249,842761.840101599,846504.598519371,852353.034637498,860394.440049089,864853.396692775,858024.526613423,854564.515465016,853234.339364281,855165.827922161,856234.820327638,857729.070423713,864200.693903586,868055.613905136,873452.436460423,872491.46563116,869717.396329003
"129","Rio Negro","agro","AR-R","Rio Negro",12773.0593649621,14121.2787208893,15283.6912480154,15530.8509796301,15528.2103522475,15417.433948436,15280.9959269499,15527.1334514157,15239.0187115377,15663.5816626509,15916.8767262343,15741.4683618312,16034.0221927238,15704.5036521475,16081.8947867037,17165.6873396831,15549.9847140064,13172.7974113026,14671.9604778666,15362.0487558955,15434.2532910769,15329.7230605231,14367.6213395622,14134.2250586586,14119.860072447,14540.0191890498,15261.4246409014,15476.8633824784,15998.1185384109,15973.0894551513,16440.7825345736,16747.616383366,16455.7370745741,16680.4093510369,18090.9573030659,18577.3886909117,18682.5626637172,18757.559282634,18330.3216933294,18794.6721783684,19318.4707909804,19291.8373701258,19102.0901970412,19419.740782427,20644.6711685004,19406.1108064516,19812.4008500852,19763.1798529025,20508.836965843,20717.7384752758,20970.1007067387,21222.6491078524,22698.1784095369,20094.0115235661,20213.3495355503,20641.5918923775,21705.6866819127,21241.9268577694,19964.7453306172,20637.3290940842,21622.9871388831,21618.3356464608,21794.1635721496,21642.531514522,21315.1978324121,21893.705885193,21996.7111390056,22182.7003628694,22395.3571748478,23021.7601880378,22753.1052300222,22166.978129711,22874.8589861165,23186.7764781677,24038.2130463326,24338.8256284551,24161.7994480213,24970.8720440696,25131.8532976175,24731.9071937417,23970.6442567025,24506.41918763,24497.3038828008,23892.2556680898,23595.737374662,22981.8220381442,22655.5606228019,22749.5911656817,22584.9472348209,22451.7061461906
"130","Rio Negro","com","AR-R","Rio Negro",9066.11867483629,9324.98805414583,9703.31676483643,9949.39511379393,9922.43133484626,10000.5985219651,10255.2969064865,10340.7977585176,10396.7577235789,10631.4780603776,10468.1302500857,10536.7745351888,10519.8095922385,9982.66038750188,10096.9852664213,10494.7977714052,9903.03929458505,9858.1240050948,10105.7612926045,10201.2399626114,10324.116794332,10384.1443028509,9793.1853406097,9610.43371092524,8699.25022128097,8890.61676459142,9012.24015402655,9023.24104478603,9163.34141567848,9511.53212145084,10033.7503428669,10558.4419772249,10789.7841673524,11038.0219234766,11789.5792925057,12439.2514823598,12340.2793987763,12928.0013534764,13429.7493161633,13889.898880429,14214.8758976879,14413.4302345235,14940.8200254125,15443.9482231323,15980.4887487839,16252.7414751296,16553.014777864,17281.1247751655,18482.2383343353,18411.230239718,18425.4697444624,18739.1058960405,19448.3247972503,18673.910461319,18419.0771071227,18796.786370742,19326.1391430923,19390.4172801227,19420.9457268435,19548.3871037006,20424.3913627425,20697.6366003861,20973.0135225197,21276.030085006,20747.2778878168,21193.1050382173,21603.6237067193,21757.9353241544,21793.5949979889,22313.7757407693,22553.0933600214,22699.0528285067,22611.2953026358,22745.485465184,22811.6793136893,22912.5547342947,23231.6151033451,23527.7407062231,23773.9103358509,23809.5072627201,23869.7427251465,23870.9364310473,23895.1137007603,23891.3126977916,23638.9025545671,23736.0864513843,23797.0893172982,23821.3530140686,23907.3913038965,23904.1829357627
"131","Rio Negro","const","AR-R","Rio Negro",4028.61183600284,4023.9450327074,3735.09430677264,3751.70182882647,4058.21599519255,3900.88722398688,4235.05530630594,4515.8917429375,5013.72244008671,5329.11162290771,5857.8527349828,5898.91976963977,5826.63273653454,5978.87487631071,5654.11270612392,5439.57045259636,4859.26820457456,4275.24074652426,3985.13928309951,4050.63544287605,4390.0891344441,4600.46653783297,4129.91477639072,3498.67515842043,2641.55616669417,1946.30553839691,2065.80267113891,2226.53052061709,2638.42623355201,3170.59050392262,3697.80731494653,3984.36483192174,4363.04296984391,4386.60456661417,4195.21324596409,4331.05451043717,4785.97171414008,5831.75651862635,6728.682081368,7147.94286072686,7010.12900181071,6640.02094798015,6820.85847143211,6923.91712209262,7077.80425392938,6771.5496422283,6513.02287629092,6637.74768161674,6677.41806652653,6713.9265884563,6737.02153457483,6434.95377492375,6288.73697091621,6569.553943136,7338.87441643623,7160.7087693483,7626.8918725822,7855.25460365477,7802.84144701001,7868.14367961393,8151.22762509475,8096.23756357336,7977.36814758003,7929.76679268581,7530.76214493501,7177.77827834716,6678.66703895467,6764.23805337229,7167.85393450811,7326.31459812188,7552.84146997802,7679.47409803889,7480.15100144531,7471.6551446256,7652.63025577453,7659.73799599587,8045.16872446626,8546.54529088921,8646.28927340658,8535.02583575356,7696.03756252214,7548.44332492875,7450.82097505613,7483.34809981686,7461.12420423748,7582.43265289653,7670.1675853593,7563.24702290087,7528.44251996868,7274.75929292515
"132","Rio Negro","ind","AR-R","Rio Negro",6087.45128524234,6003.99378651546,5964.47199434551,5939.74013968484,6318.63138899565,6772.60123611207,7061.67647992176,7129.47261024467,6998.11829505692,6914.11082499436,6208.27405585433,6496.55203899285,6255.41054282168,6263.66968345603,6093.07022506491,6221.02040144246,6168.41821619444,5793.75554628418,5932.70486199047,5897.41362458211,6093.78825911917,5904.91133354106,5834.85128207204,5719.39004920675,5454.89405685233,5387.21995088191,5387.84864078727,5504.74220724938,5821.81132960211,6057.00678762634,6238.3774591596,6386.05721507482,6497.07716375517,6770.88712612554,7067.68485620309,7302.90366412023,7271.74710758923,7502.40450804217,7731.52247625776,7854.18322398412,8166.40026838914,8059.78886842616,8239.60689886549,8545.18624786599,8808.48872058107,9095.45398165027,9126.6071215451,9266.43657115776,9527.39931217738,9600.58809308493,9648.91551611127,9739.37841782117,9640.86345888123,9638.9953171264,9550.88746926557,9438.25134787879,9481.46840141428,9309.91781380339,9293.59725099704,9361.97014444567,9602.47214841707,9841.7098440708,9852.478046689,9792.68888632244,9800.75068087098,9972.10885896863,10123.1697923814,10400.7832542288,10851.5383268395,11042.060542085,11159.9125580071,11147.6172686309,10898.6137361459,10978.4281299023,11220.5479515101,11980.7407534969,11816.3573101111,12214.8083521965,12582.2174792006,12505.0418483926,12183.7586846075,12041.8571623884,11500.2733824909,11277.4575926956,11243.0071269023,11344.8891712311,11608.9546878973,11775.0095474924,12041.3887786037,12015.9556728771
"133","Rio Negro","ot_bs","AR-R","Rio Negro",1945,1925,2183,1849,1718,1668,1644,1686,1751,1888,1946,1966,1941,1821,1835,2070,1692,1723,1722,2188,2507,2335,2429,2415,2379,2408,2381,2358,2499,2445,2532,2641,2852,2926,2943,3017,3113,3233,3272,3352,3146,3125,3396,3334,3746,3844,3942,4234,3910,4032,3986,4002,4067,3965,3887,3889,4053,4091,4192,4053,4671,4693,4787,4871,4368,4401,4446,4487,4507,4497,4492,4525,4660,4627,4711,4723,4848,4806,4808,4750,4665,4634,4612,4594,4625,4432,4336,4258,4365,4204
"134","Rio Negro","ot_ss","AR-R","Rio Negro",19884.8671667269,20121.2683739006,20356.922941802,21159.8109592698,21264.9491912417,22175.0141216077,22484.5237667038,22564.1676445593,22742.1309829286,23966.4481207817,22932.3127308191,22864.1863922698,22916.2140402544,22988.6373862296,23325.5251692596,25259.0764235415,24011.7773853132,23263.6134812801,23850.3236137524,23820.4161672842,23375.1583505673,23272.6475452785,23131.9279464545,22933.2989851904,21142.918568423,21302.7772266564,20697.2577640001,21263.4174887441,22068.8394986231,23292.2574762024,23482.1012584819,24289.9365436267,24836.2858084513,26114.234946054,27525.7880647152,28482.4300139875,29346.8203730512,30155.4392283803,30887.9590632221,31920.7479723262,32748.8744755499,33163.9110975841,34061.9008394084,34796.1799661359,35718.9480612239,36135.5134259933,36889.4716872171,37356.253152999,37873.0296545527,38207.7231621511,37932.9728260524,37277.0901375249,37550.7172847724,37277.0633597531,37084.9575867685,37285.5982879885,37519.1446914538,37938.9216327157,38667.8517686129,38624.6291281024,39610.8022548275,40086.7050687183,40090.8181321403,40663.0603039231,40881.0427302827,41194.1792929491,41682.27995466,41732.0964922646,41801.3052168111,42019.97976814,42330.6906862375,42287.4580890589,42513.5659422816,42634.7770430729,42692.9043464249,43132.603707239,43631.244197588,43805.1923227119,43861.3333105634,44135.1010923298,43844.5504098285,43617.1217673364,43761.3482158203,43676.0450576986,43782.0415475833,43878.6638589784,43831.7411714341,43723.9815371928,43713.8825160967,43957.1045356251
"135","Rio Negro","pesca","AR-R","Rio Negro",134,198,170,210,210,281,254,202,182,236,270,192,183,155,91,149,143,113,161,155,419,326,572,315,384,353,588,556,618,693,769,819,831,797,720,727,689,765,694,736,750,723,700,688,674,656,633,601,554,470,447,410,532,534,489,600,741,560,432,464,493,455,447,495,331,332,316,279,345,237,225,380,408,263,271,322,258,262,274,313,213,192,200,163,172,193,100,151,175,145
"136","Rio Negro","Total Nacional","AR-R","Rio Negro",55863.1083277705,57846.4739681586,59304.497255772,60733.4990212051,61355.4382625237,63218.5350521077,64264.5483863679,65066.4632076748,65442.7481531888,67108.7302917123,66054.4464979762,66175.9010979224,66222.0891045729,65580.3459856457,65839.5881535734,69221.1523886686,65160.4878146736,61136.5311904859,63333.8895293135,64197.7539532493,64759.4058295395,64665.8927800265,62635.5006850892,61019.0229624014,57192.4790856975,57084.9386695764,57646.5738708542,58662.794643875,60902.5370158666,63322.4763443535,65093.8189100285,67121.4169512142,68030.9271839769,70152.1579133072,73593.222762454,71860.0283618164,73116.381257274,75940.1608911592,77802.2346303406,80343.4451158346,82208.750434418,82291.9885186397,83865.2764321597,85816.9723416538,88904.4009530186,88317.3693314531,89527.5173130023,90905.7420338415,93622.9223334349,94121.2065586861,94161.4803279396,93823.1773341627,96158.820921357,92787.5346049006,93096.1461151433,93922.9366683351,96400.3307904553,96296.4381880659,95581.9815240806,96504.4591499468,99904.8805299649,100795.624723209,101134.841421079,101799.077582459,100606.031276318,101762.877353675,102400.451631721,103116.75348689,104354.649650995,105960.890837154,106574.643304266,106360.580413946,106786.484968625,107280.122260952,108686.974913731,110346.462819482,111144.184783532,113327.15871609,114269.603696639,114029.583232938,111777.733638807,111776.777873331,111304.860156928,110383.419116092,109892.812807952,109716.894172635,109663.513384791,109784.182287336,109951.052353386,109748.708583381
"137","Salta","agro","AR-A","Salta",11405.1989752011,11819.4319777791,12128.8756680606,12491.7003612904,12662.5720413918,12203.8960929772,12641.9052092276,12834.099611332,12838.1690546053,12489.0672047354,11916.992013637,11230.7168272026,10854.9538641118,10996.9032442385,11316.7881424221,12875.6178096582,11886.6925733826,12069.2054844684,12015.8353670529,11881.2692106465,11567.5315946784,12110.4138744209,11477.5452675345,11068.3589581307,10944.6074682517,11040.2964105323,11617.8534688223,12061.6898645068,12242.4091830216,12814.6420522009,12877.5047111941,14149.182151353,14641.3731467873,14786.6838254802,15030.4478426045,15804.7121069415,16518.6162655033,16536.3621991023,16152.3981269334,16054.8991992061,16211.2615925888,16616.0381088869,16983.5101548457,16800.2431393924,16796.4919794658,16995.0387624252,17673.404625606,18068.8428958048,18262.4190490482,19461.2529069545,19997.1298222727,19824.4970421527,20031.6400196723,20434.8131977257,20525.175498633,20929.207639082,22003.6259413571,21126.8394031804,21507.9191457186,22165.210711213,22422.3194082206,22907.7487101858,22193.2440329832,21213.6472165326,20041.6317859389,19687.8843202723,20385.6989016986,20720.3786712992,20255.1233645912,19258.1223301209,18686.5629355652,20225.7915878027,21872.4159795773,23961.1418668762,24851.263418968,24062.6654419404,24169.5333880566,23285.8657858284,22805.1282706215,21899.6220530732,21645.6207529251,21978.3286301419,22101.7187475722,22381.8003682912,22394.3748452364,21759.9330298049,21654.7018486243,21491.1140540195,21208.2732925976,20824.1452087389
"138","Salta","com","AR-A","Salta",6961,6993,7092,7257,7386,7408,7681,7840,8071,8267,8056,7990,7967,7999,8281,9431,9349,9612,9897,10137,10223,10052,10291,9653,9033,8655,8511,8467,8442,8826,9087,9266,9533,9891,10096,10581,10690,11081,11736,11770,12088,12368,12579,13049,13321,13813,14390,15076,14831,15561,15745,16003,16060,16486,16509,16558,16721,17319,17493,17774,18113,18837,18809,18890,18805,19157,19425,19583,19413,19313,20007,20053,20203,20392,20413,20354,20488,20928,21393,21579,21618,21682,21745,21914,22158,22346,22295,22426,22593,22678
"139","Salta","const","AR-A","Salta",3747.15151514046,3922.79274204886,4396.08681600297,5189.27432787007,6088.41722183969,8128.15902368331,8781.26719607074,8981.28882290188,8735.06708595764,8561.92389998262,8624.77674425113,8728.25589013911,8981.15949921399,8801.48522879138,7330.31686003678,7458.11036588349,7250.47785052099,7421.81799886297,9041.05927107072,8680.2356789292,8301.326530048,7831.08836211555,7054.21008658279,5314.07601279765,3804.37712616027,3370.26376045632,2994.28082826598,3142.34425541203,3785.94635896362,3879.83007203637,4334.99502119091,5022.74743914653,5446.65296808003,5678.23740090305,6095.98202067077,7399.97404692116,8422.19290831874,9608.77851423039,9765.14289632754,9928.18346133245,10157.0054163084,10184.8261145415,10307.4111722984,10609.9329774314,11210.2535758288,12036.0925432257,12316.6822319055,11981.6406760746,10684.1868911227,11057.3262704807,11538.9472520556,11277.1375386095,11021.6099207967,11715.8607916066,12350.5866843604,12366.2473474667,12061.0195787143,11948.8746512073,11402.9399406358,11380.9530254649,11446.0299302147,11556.8891761887,12099.5804888419,12416.6756804274,12488.7247174146,11967.3623181588,10863.1664986264,10207.2562918248,10245.1809642979,10862.3892438768,11465.7753627857,12019.6035868914,11842.5273500768,10956.1026576163,10440.7406534103,10421.0919364898,10986.4295721098,11718.6639756144,12211.6873728931,12226.6013655913,11213.996720761,10697.6860807389,10621.2268014919,10789.5217969434,11200.2756149424,11560.2034331336,11727.9092335837,11641.538603108,11563.3976408101,11544.0798135736
"140","Salta","ind","AR-A","Salta",8010.74545082631,8145.43859850319,9070.67844634467,8701.33952677076,8786.12822403998,9314.02182259589,9503.756946876,9236.94074533019,9482.76001789981,9627.35790305805,9393.53796036233,9365.19176262216,9085.44178630445,8483.57261891407,8703.86717092575,9746.10309064414,8950.37143183498,9162.83036262134,9037.38967202834,9055.60097061789,8507.4277430008,8561.1663574889,8350.01650721678,8170.9545297488,8100.89822206074,7827.22761775663,7836.8592171836,8032.17966323224,8558.0596776328,8729.1120240606,9304.01724949625,9466.3645081127,9944.0537251931,10120.8322509313,10127.9557514754,10522.1607509606,10498.6506578026,10823.6226475869,11177.5406514099,11198.5089258497,11441.8936152798,11740.0631563482,11851.0652198521,12245.4323422878,12702.5997949297,12796.2117831948,12649.8437920643,12731.159049269,12577.7582167551,13617.634292242,13715.5818450904,13511.5601221992,13114.7790362805,12696.7388943177,12761.8481039012,12798.6454957716,13227.4282824876,14068.948144458,13694.2220068385,13722.6731344623,14624.1961724193,15592.2913333592,15951.4161067707,16283.6122174555,15890.0600815258,15770.0454557668,16465.1552590516,16424.0098634119,16223.1586060016,15997.3713184462,15406.7767427846,15568.6800696142,15514.8478120437,15215.4292221466,16249.8723085317,16898.9064839972,16889.3725445226,16668.6933411253,17122.9040627796,16615.650480969,16387.6053297319,16602.8191585843,16311.627144511,15936.8765999679,16178.5444077217,16096.1829433769,15952.0940792654,16262.8121357415,16278.7242242582,16052.5068111104
"141","Salta","ot_bs","AR-A","Salta",1136,1178,1863,1981,1910,1997,2001,2061,2009,2059,1913,1822,1786,1749,1736,2102,1852,1810,1852,1846,1882,1880,1841,1841,1698,1636,1601,1530,1538,1590,1649,1753,1785,1792,1762,1737,1842,1895,1924,1943,1997,2027,2074,2139,2099,2138,2183,2251,2349,2339,2393,2344,2253,2195,2234,2225,2308,2308,2423,2454,2541,2679,2707,2569,2474,2448,2466,2391,2345,2760,2754,2772,2700,2593,2638,2673,2642,2586,2475,2465,2403,2290,2399,2503,2465,2518,2594,2677,2608,2617
"142","Salta","ot_ss","AR-A","Salta",20268.3762665372,20890.7988974598,21484.4397128265,21818.0759409947,22138.5560550804,22780.2456333855,24285.3389271984,25112.0139057629,25715.1707519078,26016.4476114459,25741.4359081287,25893.42909856,26405.7162985177,26271.3102319142,26368.8191909801,29525.3180223108,29316.8790162543,29351.0173905579,29159.528326959,29617.5755710302,29787.465025116,30323.0110450906,29247.4504236462,28527.1952527047,27109.5225027273,26535.151253313,26126.4977419361,25981.794294364,26366.3193860414,26322.617615963,26777.7272860387,27267.3860114875,27617.8118496393,28168.8125269601,28367.7835207102,28768.1226050487,29884.9849263447,30722.0004686841,31284.9170381646,31878.9557054622,32583.347136541,33097.9632468266,33988.1696943799,34572.3464011707,35381.8316231363,36570.5841108703,37703.0422722252,38228.8196374646,39121.6540134608,39760.0522205526,40457.8754632608,41198.6804270011,40475.8623693276,40663.4853398482,40621.8880528127,41745.4984411065,41063.3144684884,42137.147823963,42568.5198556789,42491.0986606179,43303.792323639,44051.1305822492,44293.6512313935,44818.769636247,44285.4246162928,43942.7861088542,43752.9374790407,43644.2243139348,43943.9448645017,44109.1101080847,44830.2233685425,46219.788491603,45548.1780188331,45474.7913847563,45490.8198350484,45879.6131217565,46921.1720959709,48569.5689116652,47802.1965230782,47386.0209931384,47237.75518447,47243.7484613364,47358.6119724904,47273.6086721035,47695.1623918607,46713.9865371095,47348.0576824,47519.4632295914,47958.9570439335,47836.8807306566
"143","Salta","pesca","AR-A","Salta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","Salta","Total Nacional","AR-A","Salta",52617.4722077051,54079.462215791,56480.0806432347,57880.3901569259,59515.6735423519,62375.3225726419,65572.2682793727,66711.343085327,67411.1669103705,67435.796619222,66180.7426263792,65673.5935785239,65685.2714481479,64897.2713238581,64760.7913643647,71790.1492884966,69525.4208719929,70316.8712365106,71743.812637111,72009.6814312238,71059.7508928432,71519.679639116,69006.2222849803,65208.5847533818,61457.4053192,59830.9390420582,59376.491256208,60084.0080775151,61897.7346056594,63037.2017642609,64899.24426792,67765.6801100997,69859.8916896997,71253.5660042746,72335.1691354609,73075.969509872,76021.4447579693,78771.7638296037,80115.9987128354,80830.5472918505,82481.507760718,84006.8906266032,85709.1562413761,87276.9548602823,89412.1769733606,92210.927199716,94732.972921801,96086.462258613,95477.0181703868,99457.2656902298,101454.534382679,101814.875129962,100705.891346077,101997.898223498,102768.498339707,104397.598923427,105076.388271047,106600.810022809,106666.600948872,107533.935531758,109909.337834494,112945.059801983,113346.891859989,113622.704750662,111510.841201172,110525.078203052,110891.958138417,110578.869140471,110080.407799392,109539.993000529,110396.338409678,114086.863735911,114980.969160531,115999.465131395,117445.696215958,117616.276984184,119454.50760066,121170.792014233,121334.916229372,119706.894892772,118102.977987888,118204.582330801,118138.184666065,118295.807437306,119626.357259761,118476.305943425,118977.762843873,119340.92802246,119602.352201599,118935.61256408
"145","San Juan","agro","AR-J","San Juan",6294.4762781052,6463.4840426173,6942.451180805,6637.02551909248,6897.23376638244,6949.5095128349,8014.39646750256,7625.52376557337,7954.91751055883,8584.90648075924,8796.36905943901,8649.54287187818,8783.03810533866,9109.29484661816,9312.587240813,9661.72810027816,9439.07515481164,9008.71152655187,9200.11445931988,9423.99856748966,9350.10141582663,8811.2324684683,8472.34286114287,8228.56036577501,8164.34010049207,8430.91656089785,8252.04902273478,8316.62180765049,8132.62887814946,8117.23805076983,8659.4629894562,9030.26247316144,9178.48139514423,8952.22511916587,8905.22058051785,9168.52844281565,9632.05243100031,9937.7206860083,9868.45215973672,9875.32565095352,10295.4226821726,10489.7601664965,10397.0297735786,10350.1208744068,10470.467396581,10473.6644399456,10314.4452057091,10365.8530185928,10384.2943973233,10660.0555350791,10607.6105929858,10274.0097169259,10345.022858707,10445.1119242409,10060.3812284981,10067.167428363,9849.42609216141,9590.72193777132,9801.39462765176,10618.8955907501,10283.2716271188,10363.7010753868,10510.8856107556,10081.3563307377,9469.12817560394,9312.65271759466,9620.04051121655,9790.78660178841,10173.010464768,9880.12880082936,9363.91712291979,8962.45686094558,8809.58316181347,8879.53131315851,8801.363652976,8751.02982192306,8685.56756838337,8813.92625595802,8211.09453824881,8008.786358146,7787.84525965283,7872.91071693225,7958.39931884124,7792.40857001484,7875.91359608633,7349.4654326222,7285.19150154062,7277.19753192448,7282.19343300941,7262.20905055594
"146","San Juan","com","AR-J","San Juan",6381,6392,6461,6514,6649,6642,6706,6759,7003,7472,7831,8152,8334,8289,8392,9546,9186,8826,8638,8737,9177,8942,8735,8282,7849,7669,7385,7366,7499,7471,7709,7905,8240,8326,8464,8820,9125,9209,9520,9668,9939,10485,10663,11033,11450,11564,11770,12665,12463,12451,12728,13262,13199,13000,13032,13124,13264,13236,13334,13551,13799,13744,13890,14119,14251,14079,14178,14308,14319,14159,14189,14277,14424,14109,14022,14285,14505,14407,14479,14346,14634,14303,14391,14457,14620,14413,14605,14750,14836,14580
